Año,EntidadID,Entidad,MunicipioID,Municipio,BienJuridico,Tipo,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
2025,1,Aguascalientes,1001,Aguascalientes,La vida y la Integridad corporal,Homicidio,6,5,7,4,4,6,6,7,13,6,5,0
2025,1,Aguascalientes,1001,Aguascalientes,La vida y la Integridad corporal,Feminicidio,0,0,1,0,0,1,0,0,1,0,1,0
2025,1,Aguascalientes,1001,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,3,4,5,1,6,5,4,4,7,8,2,0
2025,1,Aguascalientes,1001,Aguascalientes,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1001,Aguascalientes,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1001,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,17,16,15,14,20,13,16,17,20,22,6,0
2025,1,Aguascalientes,1001,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,23,36,51,40,32,32,29,28,35,44,34,0
2025,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Robo,349,306,359,329,344,298,297,305,328,319,280,0
2025,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Despojo,21,32,33,12,22,28,26,31,21,19,24,0
2025,1,Aguascalientes,1001,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,34,26,15,19,25,20,14,17,11,12,7,0
2025,1,Aguascalientes,1001,Aguascalientes,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1001,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,31,30,35,27,29,28,30,32,28,31,28,0
2025,1,Aguascalientes,1002,Asientos,La vida y la Integridad corporal,Homicidio,3,1,1,1,0,0,0,2,1,1,1,0
2025,1,Aguascalientes,1002,Asientos,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1002,Asientos,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,1,1,1,0,0,1,1,0,1,0,0
2025,1,Aguascalientes,1002,Asientos,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1002,Asientos,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1002,Asientos,Libertad personal,Otros delitos que atentan contra la libertad personal,2,3,0,0,0,0,1,3,1,1,0,0
2025,1,Aguascalientes,1002,Asientos,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,2,3,4,2,1,0,2,0,1,0
2025,1,Aguascalientes,1002,Asientos,El patrimonio,Robo,8,5,3,7,2,4,3,6,5,4,4,0
2025,1,Aguascalientes,1002,Asientos,El patrimonio,Despojo,0,1,0,0,0,1,0,1,3,1,0,0
2025,1,Aguascalientes,1002,Asientos,El patrimonio,Otros delitos contra el patrimonio,0,1,1,2,2,0,1,2,0,1,1,0
2025,1,Aguascalientes,1002,Asientos,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1002,Asientos,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,0,2,0,0,0,0,0,2,0,1,0,0
2025,1,Aguascalientes,1003,Calvillo,La vida y la Integridad corporal,Homicidio,0,0,0,2,0,1,0,1,1,0,1,0
2025,1,Aguascalientes,1003,Calvillo,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1003,Calvillo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,1,0,0,1,0,0,1,0,0,0
2025,1,Aguascalientes,1003,Calvillo,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1003,Calvillo,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1003,Calvillo,Libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0,0,0,0,3,1,1,2,0
2025,1,Aguascalientes,1003,Calvillo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,1,0,2,3,2,0,0,0,3,0,0,0
2025,1,Aguascalientes,1003,Calvillo,El patrimonio,Robo,5,6,12,6,6,4,7,9,7,10,9,0
2025,1,Aguascalientes,1003,Calvillo,El patrimonio,Despojo,2,1,0,0,0,0,1,0,1,0,0,0
2025,1,Aguascalientes,1003,Calvillo,El patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,0,0,0,0,3,1,0
2025,1,Aguascalientes,1003,Calvillo,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1003,Calvillo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,3,0,0,0,1,0,1,1,2,1,0,0
2025,1,Aguascalientes,1004,Cosío,La vida y la Integridad corporal,Homicidio,0,1,0,1,0,0,0,1,1,1,0,0
2025,1,Aguascalientes,1004,Cosío,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,1,1,1,0,1,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,Libertad personal,Otros delitos que atentan contra la libertad personal,1,2,1,1,1,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,1,0,0,0,0,1,1,0
2025,1,Aguascalientes,1004,Cosío,El patrimonio,Robo,4,3,2,2,2,5,2,4,1,6,3,0
2025,1,Aguascalientes,1004,Cosío,El patrimonio,Despojo,1,0,0,1,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,El patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,1,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1004,Cosío,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,1,0,0,0,2,0,0,0,1,1,1,0
2025,1,Aguascalientes,1005,Jesús María,La vida y la Integridad corporal,Homicidio,4,3,2,3,3,3,2,6,3,0,1,0
2025,1,Aguascalientes,1005,Jesús María,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1005,Jesús María,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,3,3,2,2,1,2,1,1,0,1,0
2025,1,Aguascalientes,1005,Jesús María,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1005,Jesús María,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1005,Jesús María,Libertad personal,Otros delitos que atentan contra la libertad personal,3,3,8,3,3,4,3,6,6,1,2,0
2025,1,Aguascalientes,1005,Jesús María,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,4,4,1,2,4,5,6,3,4,3,4,0
2025,1,Aguascalientes,1005,Jesús María,El patrimonio,Robo,62,41,33,40,40,53,58,48,53,45,44,0
2025,1,Aguascalientes,1005,Jesús María,El patrimonio,Despojo,2,2,3,5,0,6,2,4,6,3,3,0
2025,1,Aguascalientes,1005,Jesús María,El patrimonio,Otros delitos contra el patrimonio,1,1,2,0,0,2,0,1,0,2,1,0
2025,1,Aguascalientes,1005,Jesús María,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1005,Jesús María,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,2,2,1,2,0,2,1,2,1,2,2,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,La vida y la Integridad corporal,Homicidio,4,1,2,1,2,4,4,0,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,1,1,1,1,1,1,0,2,1,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,Libertad personal,Otros delitos que atentan contra la libertad personal,1,0,0,0,0,0,2,0,2,1,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,3,1,0,1,1,1,2,1,2,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,El patrimonio,Robo,11,5,15,14,9,7,14,11,7,11,10,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,El patrimonio,Despojo,0,1,0,1,0,0,2,0,0,1,1,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,El patrimonio,Otros delitos contra el patrimonio,0,1,0,0,1,0,0,1,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1006,Pabellón de Arteaga,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,0,0,0,0,0,1,0,0,1,0,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,La vida y la Integridad corporal,Homicidio,0,2,3,0,2,2,2,1,2,1,2,0
2025,1,Aguascalientes,1007,Rincón de Romos,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1007,Rincón de Romos,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,0,1,0,0,0,1,1,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1007,Rincón de Romos,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1007,Rincón de Romos,Libertad personal,Otros delitos que atentan contra la libertad personal,1,2,1,3,4,1,0,4,1,0,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,2,0,2,2,1,1,1,0,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,El patrimonio,Robo,10,5,11,16,10,13,7,7,11,9,7,0
2025,1,Aguascalientes,1007,Rincón de Romos,El patrimonio,Despojo,1,1,0,0,0,1,1,0,1,0,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,El patrimonio,Otros delitos contra el patrimonio,0,0,0,1,0,0,0,0,0,0,1,0
2025,1,Aguascalientes,1007,Rincón de Romos,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1007,Rincón de Romos,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,0,0,1,0,0,0,0,0,0,0,1,0
2025,1,Aguascalientes,1008,San José de Gracia,La vida y la Integridad corporal,Homicidio,0,0,0,0,2,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,1,0,0,0,0,0,1,0,1,0
2025,1,Aguascalientes,1008,San José de Gracia,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,Libertad personal,Otros delitos que atentan contra la libertad personal,0,0,1,0,0,0,0,0,1,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,0,0,1,1,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,El patrimonio,Robo,1,0,0,5,1,4,4,5,1,1,7,0
2025,1,Aguascalientes,1008,San José de Gracia,El patrimonio,Despojo,0,1,0,0,0,1,1,1,1,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,El patrimonio,Otros delitos contra el patrimonio,0,0,0,1,1,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1008,San José de Gracia,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,2,0,0,0,0,0,0,0,1,0,1,0
2025,1,Aguascalientes,1009,Tepezalá,La vida y la Integridad corporal,Homicidio,1,0,0,0,2,1,0,0,1,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,1,0,0,2,0,0,0,0,0,1,0
2025,1,Aguascalientes,1009,Tepezalá,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,Libertad personal,Otros delitos que atentan contra la libertad personal,1,2,0,2,1,0,0,0,2,0,1,0
2025,1,Aguascalientes,1009,Tepezalá,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,0,0,0,0,0,1,0,0,1,0
2025,1,Aguascalientes,1009,Tepezalá,El patrimonio,Robo,3,4,1,3,3,2,2,1,3,2,5,0
2025,1,Aguascalientes,1009,Tepezalá,El patrimonio,Despojo,2,1,0,2,1,0,0,1,1,2,0,0
2025,1,Aguascalientes,1009,Tepezalá,El patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,0,1,0,0,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1009,Tepezalá,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,0,0,2,1,0,0,0,0,1,0,0,0
2025,1,Aguascalientes,1010,El Llano,La vida y la Integridad corporal,Homicidio,1,2,1,2,3,1,0,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,1,1,0,0,1,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,Libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,1,0,0,1,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0,0,0,0,1,0,1,0,0,0
2025,1,Aguascalientes,1010,El Llano,El patrimonio,Robo,0,1,3,4,2,3,0,2,2,2,3,0
2025,1,Aguascalientes,1010,El Llano,El patrimonio,Despojo,0,0,2,2,2,0,0,2,0,0,1,0
2025,1,Aguascalientes,1010,El Llano,El patrimonio,Otros delitos contra el patrimonio,0,0,0,1,0,1,0,0,0,1,0,0
2025,1,Aguascalientes,1010,El Llano,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1010,El Llano,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,0,0,0,0,1,0,0,0,7,2,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,La vida y la Integridad corporal,Homicidio,1,1,1,0,3,2,2,0,0,1,1,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,3,1,0,0,0,0,1,0,0,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,Libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,1,2,2,2,0,2,2,1,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,2,5,3,2,3,2,3,0,1,1,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,El patrimonio,Robo,19,6,15,18,8,12,9,15,10,24,10,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,El patrimonio,Despojo,1,2,2,1,2,2,0,1,1,1,3,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,El patrimonio,Otros delitos contra el patrimonio,1,0,1,1,1,1,1,0,0,1,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,Aguascalientes,1011,San Francisco de los Romo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,3,2,1,0,0,1,1,0,2,3,1,0
2025,2,Baja California,2001,Ensenada,La vida y la Integridad corporal,Homicidio,11,9,15,8,9,19,12,14,14,21,20,0
2025,2,Baja California,2001,Ensenada,La vida y la Integridad corporal,Feminicidio,1,0,1,1,0,0,0,0,0,0,0,0
2025,2,Baja California,2001,Ensenada,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,25,32,35,36,30,33,41,31,29,28,26,0
2025,2,Baja California,2001,Ensenada,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2001,Ensenada,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2001,Ensenada,Libertad personal,Otros delitos que atentan contra la libertad personal,13,11,8,8,14,9,9,13,8,12,6,0
2025,2,Baja California,2001,Ensenada,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,8,10,6,6,9,11,13,8,12,12,5,0
2025,2,Baja California,2001,Ensenada,El patrimonio,Robo,158,142,176,130,179,141,146,153,146,150,140,0
2025,2,Baja California,2001,Ensenada,El patrimonio,Despojo,21,18,16,18,14,24,23,26,18,20,26,0
2025,2,Baja California,2001,Ensenada,El patrimonio,Otros delitos contra el patrimonio,15,7,9,8,15,13,16,21,11,16,15,0
2025,2,Baja California,2001,Ensenada,La sociedad,Otros delitos contra la sociedad,1,0,1,1,0,0,1,0,2,0,0,0
2025,2,Baja California,2001,Ensenada,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,8,11,8,4,5,6,7,13,8,11,2,0
2025,2,Baja California,2002,Mexicali,La vida y la Integridad corporal,Homicidio,36,26,21,14,23,21,29,31,23,28,20,0
2025,2,Baja California,2002,Mexicali,La vida y la Integridad corporal,Feminicidio,1,0,0,0,2,0,0,0,3,2,0,0
2025,2,Baja California,2002,Mexicali,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,36,60,45,53,55,52,55,54,39,51,42,0
2025,2,Baja California,2002,Mexicali,Libertad personal,Secuestro,1,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2002,Mexicali,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2002,Mexicali,Libertad personal,Otros delitos que atentan contra la libertad personal,19,20,18,16,21,19,16,19,15,21,18,0
2025,2,Baja California,2002,Mexicali,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,15,12,19,20,18,19,17,24,14,24,22,0
2025,2,Baja California,2002,Mexicali,El patrimonio,Robo,303,283,316,278,277,303,304,287,275,301,328,0
2025,2,Baja California,2002,Mexicali,El patrimonio,Despojo,23,33,34,30,23,43,35,24,24,30,40,0
2025,2,Baja California,2002,Mexicali,El patrimonio,Otros delitos contra el patrimonio,31,40,34,42,44,43,49,40,30,38,48,0
2025,2,Baja California,2002,Mexicali,La sociedad,Otros delitos contra la sociedad,3,6,1,2,3,4,1,2,2,1,0,0
2025,2,Baja California,2002,Mexicali,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,18,15,13,12,20,14,25,23,27,24,23,0
2025,2,Baja California,2003,Tecate,La vida y la Integridad corporal,Homicidio,10,10,9,7,8,10,7,6,5,2,4,0
2025,2,Baja California,2003,Tecate,La vida y la Integridad corporal,Feminicidio,0,0,0,0,1,0,0,1,1,0,0,0
2025,2,Baja California,2003,Tecate,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,10,17,11,13,19,14,18,5,10,9,0
2025,2,Baja California,2003,Tecate,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2003,Tecate,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2003,Tecate,Libertad personal,Otros delitos que atentan contra la libertad personal,8,7,8,5,3,1,6,4,3,8,3,0
2025,2,Baja California,2003,Tecate,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,1,3,3,5,2,1,4,2,4,3,0
2025,2,Baja California,2003,Tecate,El patrimonio,Robo,15,28,27,18,26,31,38,27,39,38,36,0
2025,2,Baja California,2003,Tecate,El patrimonio,Despojo,4,6,7,6,8,6,15,9,8,9,2,0
2025,2,Baja California,2003,Tecate,El patrimonio,Otros delitos contra el patrimonio,7,1,7,8,4,3,6,3,1,2,2,0
2025,2,Baja California,2003,Tecate,La sociedad,Otros delitos contra la sociedad,0,1,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2003,Tecate,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,5,4,1,2,2,1,1,2,4,3,5,0
2025,2,Baja California,2004,Tijuana,La vida y la Integridad corporal,Homicidio,136,114,111,99,97,117,100,92,104,92,80,0
2025,2,Baja California,2004,Tijuana,La vida y la Integridad corporal,Feminicidio,3,1,2,0,2,0,0,0,3,1,3,0
2025,2,Baja California,2004,Tijuana,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,86,84,88,77,88,76,88,89,60,81,64,0
2025,2,Baja California,2004,Tijuana,Libertad personal,Secuestro,1,0,1,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2004,Tijuana,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2004,Tijuana,Libertad personal,Otros delitos que atentan contra la libertad personal,26,24,24,23,25,21,22,31,39,19,28,0
2025,2,Baja California,2004,Tijuana,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,19,30,27,22,21,30,28,28,46,41,37,0
2025,2,Baja California,2004,Tijuana,El patrimonio,Robo,759,615,694,592,558,539,587,555,469,549,600,0
2025,2,Baja California,2004,Tijuana,El patrimonio,Despojo,17,28,30,47,42,39,45,59,36,36,38,0
2025,2,Baja California,2004,Tijuana,El patrimonio,Otros delitos contra el patrimonio,26,19,36,35,39,30,54,33,23,32,19,0
2025,2,Baja California,2004,Tijuana,La sociedad,Otros delitos contra la sociedad,0,4,1,3,1,1,6,3,2,1,1,0
2025,2,Baja California,2004,Tijuana,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,17,10,15,28,26,23,23,21,34,36,29,0
2025,2,Baja California,2005,Playas de Rosarito,La vida y la Integridad corporal,Homicidio,3,4,6,6,5,7,7,2,16,4,2,0
2025,2,Baja California,2005,Playas de Rosarito,La vida y la Integridad corporal,Feminicidio,1,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2005,Playas de Rosarito,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,12,13,13,12,17,13,9,8,6,4,0
2025,2,Baja California,2005,Playas de Rosarito,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2005,Playas de Rosarito,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2005,Playas de Rosarito,Libertad personal,Otros delitos que atentan contra la libertad personal,1,5,1,4,16,10,13,10,19,7,5,0
2025,2,Baja California,2005,Playas de Rosarito,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,2,3,1,2,5,3,2,1,4,6,1,0
2025,2,Baja California,2005,Playas de Rosarito,El patrimonio,Robo,29,23,43,49,55,47,67,63,42,41,40,0
2025,2,Baja California,2005,Playas de Rosarito,El patrimonio,Despojo,0,1,5,12,8,4,4,9,5,3,4,0
2025,2,Baja California,2005,Playas de Rosarito,El patrimonio,Otros delitos contra el patrimonio,2,3,1,0,2,2,8,2,3,6,2,0
2025,2,Baja California,2005,Playas de Rosarito,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,1,0
2025,2,Baja California,2005,Playas de Rosarito,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,1,5,7,6,2,0,0,1,1,1,3,0
2025,2,Baja California,2006,San Quintín,La vida y la Integridad corporal,Homicidio,8,3,6,4,5,4,6,10,5,5,11,0
2025,2,Baja California,2006,San Quintín,La vida y la Integridad corporal,Feminicidio,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2006,San Quintín,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,16,12,15,12,11,11,16,12,9,13,5,0
2025,2,Baja California,2006,San Quintín,Libertad personal,Secuestro,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2006,San Quintín,Libertad personal,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Baja California,2006,San Quintín,Libertad personal,Otros delitos que atentan contra la libertad personal,2,1,3,1,0,1,2,4,2,3,3,0
2025,2,Baja California,2006,San Quintín,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,3,2,0,2,2,3,1,2,2,3,0
2025,2,Baja California,2006,San Quintín,El patrimonio,Robo,8,14,6,10,7,6,9,10,7,8,15,0
2025,2,Baja California,2006,San Quintín,El patrimonio,Despojo,3,1,5,5,3,8,4,1,6,4,5,0
2025,2,Baja California,2006,San Quintín,El patrimonio,Otros delitos contra el patrimonio,3,0,1,2,1,2,1,1,2,2,0,0
2025,2,Baja California,2006,San Quintín,La sociedad,Otros delitos contra la sociedad,0,0,0,0,0,0,0,0,0,0,0,0
